0	4.55406
0.2	1.25355
0.4	2.21754
0.6	3.15566
0.8	4.12191
1	4.77239
1.2	1.07991
1.4	1.92955
1.6	2.95622
1.8	3.99025
2	4.60598
2.2	3.25266
2.4	1.57509
2.6	2.64301
2.8	3.55572
3	4.55452
3.2	4.23673
3.4	1.48768
3.6	2.56668
3.8	3.38657
4	4.28143
4.2	4.623
4.4	1.22998
4.6	2.05877
4.8	3.15425
5	4.26624
5.2	4.98827
5.4	1.43769
5.6	1.88916
5.8	2.87591
6	3.83602
6.2	4.60115
6.4	3.77059
6.6	1.7077
6.8	2.60286
7	3.52632
7.2	4.42236
7.4	4.10632
7.6	1.42139
7.8	2.4493
8	3.47529
8.2	4.40295
8.4	4.811
8.6	1.30104
8.8	2.06556
9	3.14462
9.2	4.13722
9.4	4.77981
9.6	1.41396
9.8	1.98626
10	2.77474
10.2	3.80122
10.4	4.68964
10.6	3.41905
10.8	1.8045
11	2.74434
11.2	3.63724
11.4	4.55417
11.6	4.35497
11.8	1.52881
12	2.41695
12.2	3.30338
12.4	4.37566
12.6	4.52148
12.8	1.0245
13	1.98662
13.2	3.10191
13.4	4.10285
13.6	4.7543
13.8	1.40745
14	1.96953
14.2	2.93173
14.4	3.9263
14.6	4.77819
14.8	3.37126
15	1.59454
15.2	2.6982
15.4	3.53449
15.6	4.41811
15.8	4.07423
16	1.3493
16.2	2.34094
16.4	3.44878
16.6	4.50617
16.8	4.6653
17	1.21486
17.2	2.21406
17.4	3.42424
17.6	4.14255
17.8	4.6659
18	1.60867
18.2	1.88144
18.4	2.98555
18.6	3.8072
18.8	4.60993
19	3.56417
19.2	1.62011
19.4	2.68209
19.6	3.60141
19.8	4.44629
20	4.19581
20.2	1.45291
20.4	2.48748
20.6	3.62072
20.8	4.36608
21	4.67272
21.2	1.11776
21.4	1.96109
21.6	2.91958
21.8	3.90782
22	4.48904
22.2	1.6166
22.4	1.89655
22.6	2.77436
22.8	3.96449
23	4.54519
23.2	3.89138
23.4	1.76946
23.6	2.5618
23.8	3.57853
24	4.323
24.2	4.36779
24.4	1.2724
24.6	2.22951
24.8	3.23227
25	4.16121
25.2	4.63311
25.4	1.05441
25.6	2.04931
25.8	3.11263
26	4.05703
26.2	4.61253
26.4	1.60879
26.6	1.81144
26.8	2.70377
27	3.79919
27.2	4.78322
27.4	3.75808
27.6	1.32172
27.8	2.47092
28	3.47353
28.2	4.27546
28.4	4.15939
28.6	1.33943
28.8	2.38678
29	3.29077
29.2	4.33488
29.4	4.72985
29.6	1.1382
29.8	1.94221
30	3.22369
30.2	4.05069
30.4	4.53029
30.6	1.63619
30.8	1.78477
31	2.74027
31.2	3.78497
31.4	4.71628
31.6	3.89734
31.8	1.73115
32	2.65746
32.2	3.77233
32.4	4.59717
32.6	4.24319
32.8	1.36971
33	2.23016
33.2	3.14513
33.4	3.98441
33.6	4.51732
33.8	0.934943
34	1.93992
34.2	3.04624
34.4	3.95199
34.6	4.61178
34.8	1.91655
35	1.82783
35.2	2.84399
35.4	3.96631
35.6	4.68242
35.8	3.84194
36	1.31287
36.2	2.39288
36.4	3.25951
36.6	4.2941
36.8	4.26663
37	1.14937
37.2	2.23076
37.4	3.18688
37.6	4.23873
37.8	4.96076
38	1.15347
38.2	2.24708
38.4	3.15428
38.6	3.95608
38.8	4.67088
39	2.8241
39.2	1.58021
39.4	2.59978
39.6	3.77527
39.8	4.59497
40	4.03893
40.2	1.49054
40.4	2.51789
40.6	3.42508
40.8	4.56084
41	4.53007
41.2	1.53638
41.4	2.47523
41.6	3.27878
41.8	4.15316
42	4.76638
42.2	0.992188
42.4	2.02296
42.6	2.89077
42.8	3.96893
43	4.68333
43.2	2.48359
43.4	1.84843
43.6	2.80381
43.8	3.77221
44	4.70499
44.2	4.19244
44.4	1.7137
44.6	2.59177
44.8	3.3683
45	4.07585
45.2	4.54179
45.4	1.19171
45.6	2.09408
45.8	3.1937
46	4.03731
46.2	4.53611
46.4	1.05951
46.6	2.15666
46.8	3.12609
47	4.03941
47.2	4.83472
47.4	2.87466
47.6	1.75167
47.8	2.53619
48	3.49451
48.2	4.30418
48.4	3.88833
48.6	1.20912
48.8	2.4516
49	3.33323
49.2	4.3815
49.4	4.4494
49.6	1.4654
49.8	2.27107
50	3.26661
50.2	4.27981
50.4	4.78756
50.6	0.89143
50.8	1.7875
51	2.75655
51.2	3.84573
51.4	4.4767
51.6	3.23293
51.8	1.56805
52	2.67899
52.2	3.61225
52.4	4.59373
52.6	4.20909
52.8	1.66422
53	2.66685
53.2	3.44307
53.4	4.37817
53.6	4.54291
53.8	0.952025
54	2.02401
54.2	3.0009
54.4	3.90781
54.6	4.63767
54.8	1.49819
55	1.97208
55.2	2.96514
55.4	3.90017
55.6	4.57174
55.8	3.92122
56	1.82426
56.2	2.63316
56.4	3.56768
56.6	4.18809
56.8	4.12537
57	1.08378
57.2	2.28747
57.4	3.3877
57.6	4.26998
57.8	4.70164
58	0.983238
58.2	2.15974
58.4	3.1047
58.6	4.12791
58.8	4.78941
59	1.79953
59.2	1.71258
59.4	2.81653
59.6	3.63586
59.8	4.46594
60	3.92887
60.2	1.55706
60.4	2.44403
60.6	3.54564
60.8	4.40785
61	4.22234
61.2	1.34155
61.4	2.5148
61.6	3.5622
61.8	4.33414
62	4.74859
62.2	1.02148
62.4	1.98685
62.6	2.87116
62.8	3.92698
63	4.67647
63.2	1.79696
63.4	1.6642
63.6	2.78384
63.8	3.74545
64	4.62687
64.2	3.87057
64.4	1.63791
64.6	2.82598
64.8	3.52128
65	4.30883
65.2	4.6392
65.4	1.0114
65.6	2.02341
65.8	3.15793
66	4.09071
66.2	4.58653
66.4	1.05014
66.6	1.93061
66.8	3.13203
67	3.99721
67.2	4.76789
67.4	1.921
67.6	1.97398
67.8	2.78597
68	3.81513
68.2	4.49773
68.4	4.04573
68.6	1.45365
68.8	2.50941
69	3.42498
69.2	4.35272
69.4	4.51023
69.6	1.2804
69.8	2.33193
70	3.34722
70.2	4.4082
70.4	4.87007
70.6	1.08946
70.8	2.23035
71	3.1347
71.2	3.83839
71.4	4.58804
71.6	2.28618
71.8	1.63316
72	2.55184
72.2	3.66554
72.4	4.68464
72.6	4.02699
72.8	1.68308
73	2.53453
73.2	3.62669
73.4	4.55069
73.6	4.49468
73.8	1.23838
74	2.1112
74.2	2.93843
74.4	3.97016
74.6	4.64316
74.8	1.0407
75	1.89712
75.2	2.89027
75.4	3.91068
75.6	4.75653
75.8	1.79731
76	1.87544
76.2	2.85516
76.4	3.88166
76.6	4.66633
76.8	4.18226
77	1.42839
77.2	2.32411
77.4	3.41433
77.6	4.3369
77.8	4.42747
78	1.21234
78.2	2.17846
78.4	3.17815
78.6	4.24335
78.8	4.85816
79	1.3046
79.2	2.15136
79.4	3.02429
79.6	3.85732
79.8	4.69196
80	3.51097
80.2	1.44626
80.4	2.527
80.6	3.60188
80.8	4.47978
81	4.02436
81.2	1.49096
81.4	2.45382
81.6	3.35411
81.8	4.39262
82	4.76866
82.2	1.29812
82.4	2.0846
82.6	3.20452
82.8	4.10825
83	4.55918
83.2	1.3516
83.4	1.7115
83.6	2.79251
83.8	3.94913
84	4.5745
84.2	3.3038
84.4	1.67437
84.6	2.73395
84.8	3.74338
85	4.64747
85.2	3.97314
85.4	1.47935
85.6	2.52534
85.8	3.33591
86	4.08076
86.2	4.63479
86.4	1.00633
86.6	2.07682
86.8	3.08018
87	3.97004
87.2	4.54145
87.4	1.36546
87.6	2.02366
87.8	3.01817
88	4.05974
88.2	4.55699
88.4	3.09674
88.6	1.72628
88.8	2.51796
89	3.5441
89.2	4.25171
89.4	3.9993
89.6	1.36835
89.8	2.44347
90	3.41588
90.2	4.34063
90.4	4.46327
90.6	1.43641
90.8	2.28538
91	3.16064
91.2	4.06361
91.4	4.88388
91.6	1.31144
91.8	1.83132
92	2.84298
92.2	3.8436
92.4	4.70432
92.6	3.46483
92.8	1.745
93	2.58649
93.2	3.64783
93.4	4.53757
93.6	4.3581
93.8	1.69055
94	2.43061
94.2	3.29647
94.4	4.21203
94.6	4.61762
94.8	0.959501
95	1.85475
95.2	3.0592
95.4	4.02782
95.6	4.70405
95.8	1.37859
96	1.85066
96.2	2.94037
96.4	3.90691
96.6	4.76992
96.8	3.46505
97	1.8337
97.2	2.53618
97.4	3.62806
97.6	4.31486
97.8	4.26848
98	1.27251
98.2	2.31357
98.4	3.2904
98.6	4.1735
98.8	4.66702
99	1.18554
99.2	2.2559
99.4	3.16701
99.6	4.18492
99.8	4.97536
100	1.61667
100.2	1.92963
100.4	2.92287
100.6	3.76386
100.8	4.45596
101	3.77779
101.2	1.51964
101.4	2.52437
101.6	3.47457
101.8	4.48226
102	4.19917
102.2	1.50105
102.4	2.52501
102.6	3.47173
102.8	4.38525
103	4.84224
103.2	1.17676
103.4	1.97424
103.6	2.92696
103.8	3.99135
104	4.70623
104.2	1.49628
104.4	1.75183
104.6	2.86976
104.8	3.84074
105	4.75561
105.2	3.84748
105.4	1.85156
105.6	2.64785
105.8	3.73981
106	4.40449
106.2	4.29112
106.4	1.27868
106.6	2.2276
106.8	3.22452
107	4.16925
107.2	4.60368
107.4	1.10035
107.6	2.0323
107.8	3.17149
108	4.10575
108.2	4.71866
108.4	1.71829
108.6	1.93283
108.8	3.02117
109	3.77812
109.2	4.51859
109.4	3.68983
109.6	1.37157
109.8	2.38648
110	3.48226
110.2	4.3716
110.4	4.14496
110.6	1.39252
110.8	2.29553
111	3.29421
111.2	4.26816
111.4	4.7267
111.6	1.30547
111.8	2.26261
112	2.97033
112.2	3.76482
112.4	4.45037
112.6	2.67976
112.8	1.58676
113	2.66833
113.2	3.70637
113.4	4.59569
113.6	4.03167
113.8	1.63323
114	2.62139
114.2	3.54895
114.4	4.504
114.6	4.70062
114.8	1.4399
115	2.07973
115.2	3.03934
115.4	4.01597
115.6	4.65991
115.8	0.971796
116	1.86168
116.2	2.87587
116.4	3.90548
116.6	4.57232
116.8	2.28726
117	1.73644
117.2	2.78042
117.4	3.77186
117.6	4.66169
117.8	4.33625
118	1.42449
118.2	2.25094
118.4	3.27731
118.6	4.24239
118.8	4.5894
119	1.15116
119.2	2.12147
119.4	3.15996
119.6	4.19069
119.8	4.7034
120	1.28628
120.2	2.20578
120.4	3.17012
120.6	4.02257
120.8	4.81274
121	3.54169
121.2	1.45263
121.4	2.45966
121.6	3.45088
121.8	4.35953
122	4.24155
122.2	1.39506
122.4	2.35471
122.6	3.29345
122.8	4.43
123	4.65176
123.2	1.24882
123.4	2.42967
123.6	3.3462
123.8	4.05738
124	4.26275
124.2	1.37617
124.4	1.57024
124.6	2.78152
124.8	3.7361
125	4.53665
125.2	3.66314
125.4	1.61239
125.6	2.73661
125.8	3.62275
126	4.55606
126.2	4.38313
126.4	1.52049
126.6	2.69765
126.8	3.38389
127	4.09024
127.2	4.62724
127.4	1.03598
127.6	2.00433
127.8	2.92381
128	4.10867
128.2	4.76523
128.4	1.52522
128.6	1.91263
128.8	2.86252
129	3.93239
129.2	4.82332
129.4	3.95966
129.6	1.81141
129.8	2.60326
130	3.37088
130.2	4.26687
130.4	4.26104
130.6	1.24884
130.8	2.22297
131	3.33002
131.2	4.36378
131.4	4.65817
131.6	1.1614
131.8	2.07767
132	3.20842
132.2	4.12264
132.4	4.81575
132.6	1.8731
132.8	1.71922
133	2.66032
133.2	3.62003
133.4	4.3339
133.6	3.92123
133.8	1.64463
134	2.49424
134.2	3.52467
134.4	4.45221
134.6	4.25211
134.8	1.27595
135	2.45066
135.2	3.46551
135.4	4.31341
135.6	4.56943
135.8	0.957403
136	1.80819
136.2	2.8979
136.4	3.91917
136.6	4.45013
136.8	1.67924
137	1.66149
137.2	2.70118
137.4	3.79458
137.6	4.55985
137.8	3.97905
138	1.64482
138.2	2.71068
138.4	3.72881
138.6	4.34232
138.8	4.39613
139	1.06501
139.2	2.17404
139.4	3.10116
139.6	4.11937
139.8	4.67175
140	1.0787
140.2	2.07905
140.4	2.98305
140.6	4.01816
140.8	4.87282
141	2.46354
141.2	2.04923
141.4	2.87548
141.6	3.62685
141.8	4.34454
142	4.12304
142.2	1.24074
142.4	2.31599
142.6	3.39326
142.8	4.2978
143	4.46548
143.2	1.34518
143.4	2.3329
143.6	3.22472
143.8	4.30984
144	4.95538
144.2	1.29118
144.4	2.01356
144.6	3.04755
144.8	3.76883
145	4.55241
145.2	3.19279
145.4	1.66675
145.6	2.70787
145.8	3.69777
146	4.62255
146.2	4.17528
146.4	1.42683
146.6	2.59734
146.8	3.50843
147	4.3571
147.2	4.61221
147.4	1.11413
147.6	2.22505
147.8	3.02638
148	3.98087
148.2	4.44129
148.4	1.22226
148.6	1.79207
148.8	2.96491
149	3.89612
149.2	4.54646
149.4	2.61445
149.6	1.75001
149.8	2.80031
150	3.83684
150.2	4.4875
150.4	4.33685
150.6	1.48027
150.8	2.35292
151	3.28684
151.2	4.2088
151.4	4.58622
151.6	0.991457
151.8	2.05503
152	3.24106
152.2	4.12084
152.4	5.02203
152.6	1.63197
152.8	2.13682
153	3.05907
153.2	3.86282
153.4	4.76626
153.6	3.85318
153.8	1.7059
154	2.49946
154.2	3.42367
154.4	4.39397
154.6	4.2245
154.8	1.42609
155	2.50324
155.2	3.47644
155.4	4.29545
155.6	4.5797
155.8	1.43204
156	2.01248
156.2	3.10004
156.4	4.14184
156.6	4.70614
156.8	1.29795
157	1.67936
157.2	2.80319
157.4	3.776
157.6	4.57888
157.8	3.57392
158	1.78076
158.2	2.70321
158.4	3.75573
158.6	4.69358
158.8	4.33108
159	1.38836
159.2	2.44853
159.4	3.44395
159.6	4.41485
159.8	4.55189
160	1.11072
160.2	2.04752
160.4	3.06483
160.6	4.03859
160.8	4.86007
161	1.48835
161.2	1.85741
161.4	2.93853
161.6	3.97465
161.8	4.62024
162	3.70766
162.2	1.60132
162.4	2.63131
162.6	3.432
162.8	4.1124
163	4.09879
163.2	1.16908
163.4	2.28869
163.6	3.29415
163.8	4.23215
164	4.65688
164.2	1.2027
164.4	2.16731
164.6	3.12183
164.8	3.90608
165	4.5918
165.2	1.797
165.4	1.78079
165.6	2.75202
165.8	3.68878
166	4.56425
166.2	3.77669
166.4	1.58152
166.6	2.55116
166.8	3.51344
167	4.44773
167.2	4.4479
167.4	1.50673
167.6	2.31651
167.8	3.23257
168	4.19188
168.2	4.85463
168.4	1.01836
168.6	1.81092
168.8	2.94248
169	3.97431
169.2	4.69731
169.4	1.54566
169.6	1.75289
169.8	2.81048
170	3.76254
170.2	4.73419
170.4	3.94414
170.6	1.49031
170.8	2.49777
171	3.53363
171.2	4.38477
171.4	4.3116
171.6	1.0766
171.8	2.08044
172	3.15618
172.2	4.15757
172.4	4.71084
172.6	1.26087
172.8	2.06609
173	3.10551
173.2	4.21999
173.4	4.90863
173.6	2.30525
173.8	1.70128
174	2.81118
174.2	3.57921
174.4	4.52762
174.6	4.07907
174.8	1.55103
175	2.47046
175.2	3.52495
175.4	4.48467
175.6	4.37229
175.8	1.51654
176	2.45296
176.2	3.26167
176.4	4.02622
176.6	4.56811
176.8	1.06537
177	1.88149
177.2	2.7415
177.4	3.7013
177.6	4.62479
177.8	2.62615
178	1.62299
178.2	2.70385
178.4	3.66342
178.6	4.49542
178.8	4.01477
179	1.60596
179.2	2.58872
179.4	3.4574
179.6	4.3909
179.8	4.53959
180	1.04104
180.2	2.09164
180.4	3.14167
180.6	4.21364
180.8	4.83177
181	1.19932
181.2	2.04085
181.4	3.01193
181.6	4.0849
181.8	4.87406
182	3.19525
182.2	1.78712
182.4	2.75381
182.6	3.71064
182.8	4.39678
183	4.05294
183.2	1.39876
183.4	2.37052
183.6	3.54206
183.8	4.41115
184	4.56022
184.2	1.3075
184.4	2.27995
184.6	3.22115
184.8	4.17994
185	4.73405
185.2	1.0508
185.4	1.99558
185.6	2.96956
185.8	3.74889
186	4.48435
186.2	3.41289
186.4	1.71167
186.6	2.59053
186.8	3.64169
187	4.46174
187.2	4.07306
187.4	1.55197
187.6	2.6029
187.8	3.57937
188	4.37537
188.2	4.51759
188.4	1.23457
188.6	2.17079
188.8	3.27645
189	4.00985
189.2	4.62413
189.4	1.26704
189.6	1.83389
189.8	2.887
190	3.88786
190.2	4.77861
190.4	3.25511
190.6	1.69434
190.8	2.79485
191	3.49604
191.2	4.18182
191.4	4.13843
191.6	1.20863
191.8	2.43106
192	3.32938
192.2	4.14559
192.4	4.3351
192.6	1.06208
192.8	2.091
193	3.09549
193.2	3.98931
193.4	4.68332
193.6	1.37327
193.8	1.82386
194	2.68291
194.2	3.79817
194.4	4.62235
194.6	3.90046
194.8	1.64182
195	2.70285
195.2	3.38102
195.4	4.41083
195.6	4.50503
195.8	1.34081
196	2.32364
196.2	3.41715
196.4	4.38812
196.6	4.75146
196.8	0.96325
197	2.009
197.2	3.0897
197.4	3.98549
197.6	4.63193
197.8	1.73807
198	2.04511
198.2	2.80398
198.4	3.71097
198.6	4.65025
198.8	3.95706
199	1.64344
199.2	2.57341
199.4	3.62547
199.6	4.33439
199.8	4.19338
200	1.03437
200.2	2.13758
200.4	3.25992
200.6	4.23518
200.8	4.72885
201	1.1327
201.2	2.04235
201.4	2.91434
201.6	3.94127
201.8	4.56582
202	2.17276
202.2	2.0261
202.4	2.84884
202.6	3.62422
202.8	4.65148
203	4.02079
203.2	1.50529
203.4	2.50799
203.6	3.57779
203.8	4.50624
204	4.37452
204.2	1.43548
204.4	2.15955
204.6	3.30571
204.8	4.05418
205	4.71423
205.2	1.18141
205.4	2.00973
205.6	2.85614
205.8	3.98438
206	4.71366
206.2	1.88365
206.4	1.77691
206.6	2.74303
206.8	3.91479
207	4.69203
207.2	3.85691
207.4	1.40737
207.6	2.53054
207.8	3.46282
208	4.47791
208.2	4.4519
208.4	1.50514
208.6	2.1038
208.8	3.23851
209	4.28829
209.2	4.7575
209.4	1.10597
209.6	2.13594
209.8	3.22863
210	4.17552
210.2	4.60184
210.4	1.84636
210.6	1.93455
210.8	2.84297
211	3.79593
211.2	4.69131
211.4	3.8743
211.6	1.45825
211.8	2.38409
212	3.38282
212.2	4.40612
212.4	4.57021
212.6	1.38798
212.8	2.3605
213	3.29607
213.2	4.05142
213.4	4.62356
213.6	1.06376
213.8	2.12466
214	3.19405
214.2	3.97146
214.4	4.60246
214.6	2.25654
214.8	1.62395
215	2.58263
215.2	3.8204
215.4	4.8168
215.6	4.03839
215.8	1.55654
216	2.41519
216.2	3.46311
216.4	4.24954
216.6	4.67461
216.8	1.48007
217	2.36107
217.2	3.19153
217.4	4.11195
217.6	4.72467
217.8	0.984666
218	1.95145
