0	0.1	0.0766423
0	0.245	0.0658147
0	0.39	0.093678
0	0.535	0.0726268
0	0.68	0.0670308
0	0.825	0.090771
0	0.97	0.0642202
0	1.115	0.0650774
0	1.26	0.105861
0	1.405	0.0776229
0	1.55	0.0913177
0	1.695	0.0966369
0	1.84	0.0922181
0	1.985	0.100809
0	2.13	0.0939149
0	2.275	0.0760226
0	2.42	0.0986718
0	2.565	0.107499
0	2.71	0.0894481
0	2.855	0.105459
0	3	0.0858426
0.15	0.1	0.916803
0.15	0.245	0.8534
0.15	0.39	0.792798
0.15	0.535	0.709804
0.15	0.68	0.669073
0.15	0.825	0.643582
0.15	0.97	0.646707
0.15	1.115	0.683516
0.15	1.26	0.701669
0.15	1.405	0.689965
0.15	1.55	0.668176
0.15	1.695	0.670953
0.15	1.84	0.636371
0.15	1.985	0.588668
0.15	2.13	0.624468
0.15	2.275	0.621047
0.15	2.42	0.607297
0.15	2.565	0.57572
0.15	2.71	0.532656
0.15	2.855	0.462782
0.15	3	0.415638
0.3	0.1	0.911858
0.3	0.245	0.855573
0.3	0.39	0.798968
0.3	0.535	0.717726
0.3	0.68	0.651618
0.3	0.825	0.623905
0.3	0.97	0.630237
0.3	1.115	0.654326
0.3	1.26	0.630483
0.3	1.405	0.643671
0.3	1.55	0.636761
0.3	1.695	0.6357
0.3	1.84	0.617983
0.3	1.985	0.617071
0.3	2.13	0.590564
0.3	2.275	0.532505
0.3	2.42	0.503461
0.3	2.565	0.44187
0.3	2.71	0.332934
0.3	2.855	0.255263
0.3	3	0.228524
0.45	0.1	0.906845
0.45	0.245	0.86224
0.45	0.39	0.80766
0.45	0.535	0.737555
0.45	0.68	0.667284
0.45	0.825	0.62156
0.45	0.97	0.620921
0.45	1.115	0.624423
0.45	1.26	0.624627
0.45	1.405	0.629335
0.45	1.55	0.615199
0.45	1.695	0.626788
0.45	1.84	0.608896
0.45	1.985	0.604804
0.45	2.13	0.562139
0.45	2.275	0.528433
0.45	2.42	0.44675
0.45	2.565	0.364825
0.45	2.71	0.319263
0.45	2.855	0.20942
0.45	3	0.178674
0.6	0.1	0.907284
0.6	0.245	0.86862
0.6	0.39	0.818859
0.6	0.535	0.751836
0.6	0.68	0.679972
0.6	0.825	0.628937
0.6	0.97	0.610838
0.6	1.115	0.610918
0.6	1.26	0.624193
0.6	1.405	0.624202
0.6	1.55	0.615549
0.6	1.695	0.608738
0.6	1.84	0.598305
0.6	1.985	0.581944
0.6	2.13	0.55809
0.6	2.275	0.522874
0.6	2.42	0.427959
0.6	2.565	0.360906
0.6	2.71	0.219097
0.6	2.855	0.183611
0.6	3	0.173207
0.75	0.1	0.913651
0.75	0.245	0.875777
0.75	0.39	0.826706
0.75	0.535	0.765666
0.75	0.68	0.693232
0.75	0.825	0.63561
0.75	0.97	0.612843
0.75	1.115	0.613597
0.75	1.26	0.616059
0.75	1.405	0.620688
0.75	1.55	0.617848
0.75	1.695	0.605239
0.75	1.84	0.594554
0.75	1.985	0.584299
0.75	2.13	0.54881
0.75	2.275	0.541784
0.75	2.42	0.434255
0.75	2.565	0.360761
0.75	2.71	0.224692
0.75	2.855	0.168774
0.75	3	0.14372
0.9	0.1	0.911855
0.9	0.245	0.878596
0.9	0.39	0.832454
0.9	0.535	0.781116
0.9	0.68	0.704661
0.9	0.825	0.645188
0.9	0.97	0.615179
0.9	1.115	0.590265
0.9	1.26	0.615468
0.9	1.405	0.618258
0.9	1.55	0.613127
0.9	1.695	0.603972
0.9	1.84	0.594179
0.9	1.985	0.531394
0.9	2.13	0.557587
0.9	2.275	0.499795
0.9	2.42	0.395388
0.9	2.565	0.419086
0.9	2.71	0.20933
0.9	2.855	0.19465
0.9	3	0.124131
1.05	0.1	0.910395
1.05	0.245	0.882347
1.05	0.39	0.839661
1.05	0.535	0.79263
1.05	0.68	0.722723
1.05	0.825	0.660343
1.05	0.97	0.622
1.05	1.115	0.609964
1.05	1.26	0.614402
1.05	1.405	0.617006
1.05	1.55	0.612166
1.05	1.695	0.605047
1.05	1.84	0.59438
1.05	1.985	0.578894
1.05	2.13	0.55509
1.05	2.275	0.424321
1.05	2.42	0.452948
1.05	2.565	0.388015
1.05	2.71	0.228867
1.05	2.855	0.174967
1.05	3	0.164413
1.2	0.1	0.912352
1.2	0.245	0.888993
1.2	0.39	0.846363
1.2	0.535	0.802432
1.2	0.68	0.742716
1.2	0.825	0.678349
1.2	0.97	0.626133
1.2	1.115	0.610865
1.2	1.26	0.602243
1.2	1.405	0.617722
1.2	1.55	0.611846
1.2	1.695	0.604097
1.2	1.84	0.593736
1.2	1.985	0.579543
1.2	2.13	0.515315
1.2	2.275	0.522238
1.2	2.42	0.427122
1.2	2.565	0.261003
1.2	2.71	0.242752
1.2	2.855	0.157141
1.2	3	0.173507
1.35	0.1	0.913654
1.35	0.245	0.891398
1.35	0.39	0.851315
1.35	0.535	0.811003
1.35	0.68	0.754006
1.35	0.825	0.690475
1.35	0.97	0.632592
1.35	1.115	0.614072
1.35	1.26	0.606784
1.35	1.405	0.611661
1.35	1.55	0.612255
1.35	1.695	0.607766
1.35	1.84	0.591721
1.35	1.985	0.566128
1.35	2.13	0.5376
1.35	2.275	0.519958
1.35	2.42	0.317911
1.35	2.565	0.287524
1.35	2.71	0.221177
1.35	2.855	0.173564
1.35	3	0.138467
1.5	0.1	0.911273
1.5	0.245	0.894925
1.5	0.39	0.854851
1.5	0.535	0.819211
1.5	0.68	0.766855
1.5	0.825	0.701135
1.5	0.97	0.645426
1.5	1.115	0.614032
1.5	1.26	0.610016
1.5	1.405	0.612321
1.5	1.55	0.615682
1.5	1.695	0.603581
1.5	1.84	0.59262
1.5	1.985	0.573646
1.5	2.13	0.537424
1.5	2.275	0.529588
1.5	2.42	0.41762
1.5	2.565	0.321954
1.5	2.71	0.253021
1.5	2.855	0.185987
1.5	3	0.146627
1.65	0.1	0.911
1.65	0.245	0.898
1.65	0.39	0.856873
1.65	0.535	0.824945
