0	0.1	0.0766423
0	0.245	0.0658147
0	0.39	0.093678
0	0.535	0.0726268
0	0.68	0.0670308
0	0.825	0.090771
0	0.97	0.0642202
0	1.115	0.0650774
0	1.26	0.105861
0	1.405	0.0776229
0	1.55	0.0913177
0	1.695	0.0966369
0	1.84	0.0922181
0	1.985	0.100809
0	2.13	0.0939149
0	2.275	0.0760226
0	2.42	0.0986718
0	2.565	0.107499
0	2.71	0.0894481
0	2.855	0.105459
0	3	0.0858426
0.15	0.1	0.903984
0.15	0.245	0.843478
0.15	0.39	0.774281
0.15	0.535	0.700169
0.15	0.68	0.643406
0.15	0.825	0.637381
0.15	0.97	0.64759
0.15	1.115	0.538634
0.15	1.26	0.543134
0.15	1.405	0.548253
0.15	1.55	0.342745
0.15	1.695	0.303391
0.15	1.84	0.19972
0.15	1.985	0.129241
0.15	2.13	0.139652
0.15	2.275	0.106951
0.15	2.42	0.120526
0.15	2.565	0.120241
0.15	2.71	0.111837
0.15	2.855	0.100535
0.15	3	0.102936
0.3	0.1	0.906069
0.3	0.245	0.853604
0.3	0.39	0.78828
0.3	0.535	0.707197
0.3	0.68	0.64523
0.3	0.825	0.620376
0.3	0.97	0.439375
0.3	1.115	0.589714
0.3	1.26	0.553379
0.3	1.405	0.401747
0.3	1.55	0.223489
0.3	1.695	0.156516
0.3	1.84	0.12648
0.3	1.985	0.12712
0.3	2.13	0.13118
0.3	2.275	0.104383
0.3	2.42	0.0927737
0.3	2.565	0.103241
0.3	2.71	0.112876
0.3	2.855	0.109395
0.3	3	0.0981307
0.45	0.1	0.910025
0.45	0.245	0.857504
0.45	0.39	0.80464
0.45	0.535	0.720397
0.45	0.68	0.655832
0.45	0.825	0.567842
0.45	0.97	0.390765
0.45	1.115	0.59916
0.45	1.26	0.49757
0.45	1.405	0.363667
0.45	1.55	0.186624
0.45	1.695	0.155583
0.45	1.84	0.12039
0.45	1.985	0.133988
0.45	2.13	0.12236
0.45	2.275	0.110101
0.45	2.42	0.0916023
0.45	2.565	0.0947802
0.45	2.71	0.104616
0.45	2.855	0.104101
0.45	3	0.110771
0.6	0.1	0.911817
0.6	0.245	0.864283
0.6	0.39	0.814298
0.6	0.535	0.741469
0.6	0.68	0.671224
0.6	0.825	0.565981
0.6	0.97	0.561423
0.6	1.115	0.580071
0.6	1.26	0.607147
0.6	1.405	0.423057
0.6	1.55	0.141651
0.6	1.695	0.137617
0.6	1.84	0.129393
0.6	1.985	0.117905
0.6	2.13	0.141811
0.6	2.275	0.114298
0.6	2.42	0.116365
0.6	2.565	0.124645
0.6	2.71	0.0916369
0.6	2.855	0.102475
0.6	3	0.0960699
0.75	0.1	0.909628
0.75	0.245	0.869083
0.75	0.39	0.825111
0.75	0.535	0.761937
0.75	0.68	0.688558
0.75	0.825	0.632899
0.75	0.97	0.557244
0.75	1.115	0.602778
0.75	1.26	0.603342
0.75	1.405	0.281014
0.75	1.55	0.152758
0.75	1.695	0.111141
0.75	1.84	0.110983
0.75	1.985	0.148296
0.75	2.13	0.133368
0.75	2.275	0.101598
0.75	2.42	0.116835
0.75	2.565	0.116304
0.75	2.71	0.0982675
0.75	2.855	0.0923473
0.75	3	0.0906313
0.9	0.1	0.910652
0.9	0.245	0.877834
0.9	0.39	0.833261
0.9	0.535	0.773789
0.9	0.68	0.706729
0.9	0.825	0.645845
0.9	0.97	0.51235
0.9	1.115	0.602462
0.9	1.26	0.606683
0.9	1.405	0.361052
0.9	1.55	0.185468
0.9	1.695	0.119993
0.9	1.84	0.13508
0.9	1.985	0.148168
0.9	2.13	0.128134
0.9	2.275	0.110826
0.9	2.42	0.117238
0.9	2.565	0.102945
0.9	2.71	0.0891885
0.9	2.855	0.0883075
0.9	3	0.0946612
1.05	0.1	0.911352
1.05	0.245	0.881789
1.05	0.39	0.839271
1.05	0.535	0.78986
1.05	0.68	0.718521
1.05	0.825	0.656983
1.05	0.97	0.571663
1.05	1.115	0.605656
1.05	1.26	0.568209
1.05	1.405	0.356273
1.05	1.55	0.210222
1.05	1.695	0.12922
1.05	1.84	0.144953
1.05	1.985	0.12486
1.05	2.13	0.133337
1.05	2.275	0.106954
1.05	2.42	0.101492
1.05	2.565	0.101625
1.05	2.71	0.0897179
1.05	2.855	0.0924965
1.05	3	0.105731
1.2	0.1	0.913719
1.2	0.245	0.885178
1.2	0.39	0.844102
1.2	0.535	0.802157
1.2	0.68	0.731851
1.2	0.825	0.672962
1.2	0.97	0.574207
1.2	1.115	0.614139
1.2	1.26	0.608246
1.2	1.405	0.419791
1.2	1.55	0.225829
1.2	1.695	0.150667
1.2	1.84	0.132513
1.2	1.985	0.130106
1.2	2.13	0.13181
1.2	2.275	0.110917
1.2	2.42	0.101604
1.2	2.565	0.0889069
1.2	2.71	0.100482
1.2	2.855	0.0939943
1.2	3	0.0908961
1.35	0.1	0.912401
1.35	0.245	0.890902
1.35	0.39	0.85127
1.35	0.535	0.811567
1.35	0.68	0.752814
1.35	0.825	0.689383
1.35	0.97	0.639563
1.35	1.115	0.618094
1.35	1.26	0.611686
1.35	1.405	0.385041
1.35	1.55	0.250955
1.35	1.695	0.147161
1.35	1.84	0.136319
1.35	1.985	0.135091
1.35	2.13	0.129657
1.35	2.275	0.127623
1.35	2.42	0.0980288
1.35	2.565	0.104084
1.35	2.71	0.0935394
1.35	2.855	0.0973911
1.35	3	0.0918414
1.5	0.1	0.911501
1.5	0.245	0.894179
1.5	0.39	0.856302
1.5	0.535	0.818568
1.5	0.68	0.766647
1.5	0.825	0.706159
1.5	0.97	0.650498
1.5	1.115	0.621723
1.5	1.26	0.609566
1.5	1.405	0.264077
1.5	1.55	0.146372
1.5	1.695	0.177933
1.5	1.84	0.127275
1.5	1.985	0.131047
1.5	2.13	0.132987
1.5	2.275	0.11194
1.5	2.42	0.104451
1.5	2.565	0.103003
1.5	2.71	0.0911849
1.5	2.855	0.0939555
1.5	3	0.0903952
1.65	0.1	0.91119
1.65	0.245	0.898535
