0	0	0.734017
0	0.05	0.659639
0	0.1	0.710458
0	0.15	0.631967
0	0.2	0.628306
0	0.25	0.674803
0	0.3	0.65572
0	0.35	0.465764
0	0.4	0.395547
0	0.45	0.266176
0	0.5	0.246271
0	0.55	0.0533156
0	0.6	0.067676
0	0.65	0.0587397
0	0.7	0.0665842
0	0.75	0.0508584
0	0.8	0.0536464
0	0.85	0.0644144
0	0.9	0.0650815
0	0.95	0.0733403
0	1	0.0914058
0.02	0	0.732586
0.02	0.05	0.723352
0.02	0.1	0.714735
0.02	0.15	0.707015
0.02	0.2	0.697254
0.02	0.25	0.690512
0.02	0.3	0.669101
0.02	0.35	0.672067
0.02	0.4	0.659014
0.02	0.45	0.642039
0.02	0.5	0.636583
0.02	0.55	0.628905
0.02	0.6	0.605262
0.02	0.65	0.571012
0.02	0.7	0.525157
0.02	0.75	0.371137
0.02	0.8	0.18965
0.02	0.85	0.152784
0.02	0.9	0.109925
0.02	0.95	0.095412
0.02	1	0.0731352
0.04	0	0.729467
0.04	0.05	0.723313
0.04	0.1	0.716457
0.04	0.15	0.708786
0.04	0.2	0.692033
0.04	0.25	0.690086
0.04	0.3	0.679418
0.04	0.35	0.671506
0.04	0.4	0.667808
0.04	0.45	0.651303
0.04	0.5	0.653762
0.04	0.55	0.616387
0.04	0.6	0.622342
0.04	0.65	0.616152
0.04	0.7	0.588123
0.04	0.75	0.596341
0.04	0.8	0.482093
0.04	0.85	0.254698
0.04	0.9	0.155148
0.04	0.95	0.128816
0.04	1	0.100268
0.06	0	0.72377
0.06	0.05	0.719735
0.06	0.1	0.712185
0.06	0.15	0.701824
0.06	0.2	0.697549
0.06	0.25	0.690559
0.06	0.3	0.677629
0.06	0.35	0.675495
0.06	0.4	0.66603
0.06	0.45	0.654065
0.06	0.5	0.639133
0.06	0.55	0.638283
0.06	0.6	0.634738
0.06	0.65	0.62931
0.06	0.7	0.602692
0.06	0.75	0.616008
0.06	0.8	0.598576
0.06	0.85	0.500429
0.06	0.9	0.245159
0.06	0.95	0.12822
0.06	1	0.0780072
0.08	0	0.722357
0.08	0.05	0.716669
0.08	0.1	0.711309
0.08	0.15	0.703496
0.08	0.2	0.6993
0.08	0.25	0.689833
0.08	0.3	0.680155
0.08	0.35	0.672789
0.08	0.4	0.670711
0.08	0.45	0.665411
0.08	0.5	0.643509
0.08	0.55	0.635514
0.08	0.6	0.636083
0.08	0.65	0.614095
0.08	0.7	0.615495
0.08	0.75	0.611577
0.08	0.8	0.589218
0.08	0.85	0.522174
0.08	0.9	0.288306
0.08	0.95	0.18144
0.08	1	0.0733759
0.1	0	0.722794
0.1	0.05	0.719159
0.1	0.1	0.710089
0.1	0.15	0.705296
0.1	0.2	0.701554
0.1	0.25	0.692877
0.1	0.3	0.68196
0.1	0.35	0.680449
0.1	0.4	0.666042
0.1	0.45	0.651533
0.1	0.5	0.657753
0.1	0.55	0.652195
0.1	0.6	0.642733
0.1	0.65	0.630611
0.1	0.7	0.602456
0.1	0.75	0.599924
0.1	0.8	0.620848
0.1	0.85	0.594736
0.1	0.9	0.32435
0.1	0.95	0.141648
0.1	1	0.0953905
0.12	0	0.724987
0.12	0.05	0.720682
0.12	0.1	0.713298
0.12	0.15	0.708107
0.12	0.2	0.705276
0.12	0.25	0.706318
0.12	0.3	0.688175
0.12	0.35	0.682259
0.12	0.4	0.67527
0.12	0.45	0.669983
0.12	0.5	0.669584
0.12	0.55	0.650739
0.12	0.6	0.638773
0.12	0.65	0.633114
0.12	0.7	0.63801
0.12	0.75	0.614045
0.12	0.8	0.609385
0.12	0.85	0.582877
0.12	0.9	0.385263
0.12	0.95	0.151185
0.12	1	0.0768464
0.14	0	0.728273
0.14	0.05	0.720352
0.14	0.1	0.711063
0.14	0.15	0.702755
0.14	0.2	0.703617
0.14	0.25	0.694367
0.14	0.3	0.685915
0.14	0.35	0.681922
0.14	0.4	0.672951
0.14	0.45	0.667674
0.14	0.5	0.667256
0.14	0.55	0.655316
0.14	0.6	0.647633
0.14	0.65	0.634568
0.14	0.7	0.638002
0.14	0.75	0.599791
0.14	0.8	0.608473
0.14	0.85	0.601721
0.14	0.9	0.425228
0.14	0.95	0.252822
0.14	1	0.110609
0.16	0	0.729291
0.16	0.05	0.722087
0.16	0.1	0.715879
0.16	0.15	0.706768
0.16	0.2	0.703423
0.16	0.25	0.695962
0.16	0.3	0.692894
0.16	0.35	0.676445
0.16	0.4	0.682492
0.16	0.45	0.670536
0.16	0.5	0.662343
0.16	0.55	0.66348
0.16	0.6	0.641274
0.16	0.65	0.634274
0.16	0.7	0.627836
0.16	0.75	0.606169
0.16	0.8	0.608477
0.16	0.85	0.605464
0.16	0.9	0.36265
0.16	0.95	0.221592
0.16	1	0.090014
0.18	0	0.731463
0.18	0.05	0.724543
0.18	0.1	0.716446
0.18	0.15	0.713046
0.18	0.2	0.705709
0.18	0.25	0.699525
0.18	0.3	0.692988
0.18	0.35	0.689874
0.18	0.4	0.671856
0.18	0.45	0.673054
0.18	0.5	0.665013
0.18	0.55	0.6566
0.18	0.6	0.647457
0.18	0.65	0.643083
0.18	0.7	0.633127
0.18	0.75	0.627954
0.18	0.8	0.61517
0.18	0.85	0.595955
0.18	0.9	0.444963
0.18	0.95	0.199016
0.18	1	0.0943095
0.2	0	0.730453
0.2	0.05	0.721481
0.2	0.1	0.716537
0.2	0.15	0.712527
0.2	0.2	0.707534
0.2	0.25	0.698857
0.2	0.3	0.7013
0.2	0.35	0.691517
0.2	0.4	0.682295
0.2	0.45	0.671878
0.2	0.5	0.665489
0.2	0.55	0.663687
0.2	0.6	0.666914
0.2	0.65	0.648678
0.2	0.7	0.62939
0.2	0.75	0.625235
0.2	0.8	0.614429
0.2	0.85	0.631953
0.2	0.9	0.424163
0.2	0.95	0.236147
0.2	1	0.0932139
0.22	0	0.726838
0.22	0.05	0.72346
0.22	0.1	0.718534
0.22	0.15	0.712225
0.22	0.2	0.708096
0.22	0.25	0.696615
0.22	0.3	0.693251
0.22	0.35	0.694265
0.22	0.4	0.675496
0.22	0.45	0.679387
0.22	0.5	0.679061
0.22	0.55	0.659621
0.22	0.6	0.663594
0.22	0.65	0.653594
0.22	0.7	0.638511
0.22	0.75	0.639519
0.22	0.8	0.613981
0.22	0.85	0.610792
0.22	0.9	0.44028
0.22	0.95	0.205496
0.22	1	0.0688565
0.24	0	0.727564
0.24	0.05	0.722298
0.24	0.1	0.714274
0.24	0.15	0.707874
0.24	0.2	0.708222
0.24	0.25	0.700685
0.24	0.3	0.693235
0.24	0.35	0.685893
0.24	0.4	0.682069
0.24	0.45	0.676455
0.24	0.5	0.676984
0.24	0.55	0.671759
0.24	0.6	0.657646
0.24	0.65	0.649295
0.24	0.7	0.655589
0.24	0.75	0.666098
0.24	0.8	0.638748
0.24	0.85	0.64904
0.24	0.9	0.503631
0.24	0.95	0.246002
0.24	1	0.0811695
0.26	0	0.728156
0.26	0.05	0.722227
0.26	0.1	0.721007
0.26	0.15	0.712094
0.26	0.2	0.709203
0.26	0.25	0.702547
0.26	0.3	0.695623
0.26	0.35	0.689555
0.26	0.4	0.674374
0.26	0.45	0.678143
0.26	0.5	0.678559
0.26	0.55	0.660783
0.26	0.6	0.654151
0.26	0.65	0.656287
0.26	0.7	0.630369
0.26	0.75	0.651983
0.26	0.8	0.618605
